product_id,product_name,category,price,cost,stock_quantity,reorder_level
462,Pro Clothing Item 462,Clothing,410.19,278.12,1558,155
463,Eco Sports Item 463,Sports,83.38,44.85,1749,174
464,Ultra Garden Item 464,Garden,33.04,12.87,171,17
465,Ultra Books Item 465,Books,474.57,249.42,907,90
466,Smart Books Item 466,Books,174.94,80.39,1711,171
467,Eco Beauty Item 467,Beauty,326.81,244.95,914,91
468,Eco Sports Item 468,Sports,322.45,113.51,842,84
469,Smart Beauty Item 469,Beauty,492.16,337.82,942,94
470,Essential Toys Item 470,Toys,227.11,87.70,1718,171
471,Smart Beauty Item 471,Beauty,283.89,147.13,1918,191
472,Essential Beauty Item 472,Beauty,319.81,230.70,1629,162
473,Ultra Garden Item 473,Garden,392.64,198.19,325,32
474,Eco Clothing Item 474,Clothing,112.25,41.67,242,24
475,Eco Garden Item 475,Garden,51.06,37.03,1876,187
476,Ultra Home Item 476,Home,408.73,163.58,1981,198
477,Essential Books Item 477,Books,104.21,40.59,840,84
478,Pro Beauty Item 478,Beauty,195.29,130.26,1809,180
479,Deluxe Clothing Item 479,Clothing,332.59,220.42,559,55
480,Pro Electronics Item 480,Electronics,261.91,167.76,1070,107
481,Smart Electronics Item 481,Electronics,333.23,153.05,336,33
482,Eco Electronics Item 482,Electronics,491.56,263.71,1271,127
483,Smart Toys Item 483,Toys,57.97,34.51,86,8
484,Deluxe Garden Item 484,Garden,273.25,160.29,684,68
485,Ultra Clothing Item 485,Clothing,54.85,31.40,1033,103
486,Eco Electronics Item 486,Electronics,333.45,186.52,1073,107
487,Essential Clothing Item 487,Clothing,226.59,102.96,1207,120
488,Classic Clothing Item 488,Clothing,424.55,160.03,1814,181
489,Classic Beauty Item 489,Beauty,238.70,148.04,1087,108
490,Classic Toys Item 490,Toys,248.66,169.60,1105,110
491,Pro Beauty Item 491,Beauty,367.07,209.29,57,5
492,Deluxe Sports Item 492,Sports,496.82,338.73,308,30
493,Classic Beauty Item 493,Beauty,307.92,207.33,145,14
494,Essential Beauty Item 494,Beauty,467.11,179.07,763,76
495,Classic Electronics Item 495,Electronics,259.52,151.58,706,70
496,Pro Clothing Item 496,Clothing,273.89,166.09,174,17
497,Smart Toys Item 497,Toys,392.79,270.63,1738,173
498,Ultra Garden Item 498,Garden,139.56,104.02,1155,115
499,Pro Beauty Item 499,Beauty,350.35,208.78,836,83
500,Classic Toys Item 500,Toys,190.38,116.81,1435,143
